21|IC|21|Consider the following two statements.</br>1) Hand washing should be done after removing medical gloves.</br>2) Visibly soiled hands are best cleaned with alcohol-based hand rubs.</br>Which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）去除醫用手套後應洗手。</br>2）有明顯污垢的手最好用酒精擦手清潔。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|B
22|IC|22|Consider the following two statements.</br>1) Instruments that are categorized as critical do not need to be sterilized after use.</br>2) Antiseptics can be used on skin to destroy some types of germs.</br>Which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）被歸類為危險性用品的醫療器材在使用後不需要進行滅菌。</br>2）消毒劑可用於皮膚以消滅某些類型的細菌。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|C
23|IC|23|Following a needlestick accident, whichfields of the following diseases is the LEAST IMPORTANT consideration for testing the patient or the practitioner?|process causing infectious agents to be transferred to a clean surface|process that reduces microbial life on the skin of patient or practitioner|process that uses chemicals to reduce microbial life on equipment and surfaces|process that destroys or eliminates all forms of microbial life including viruses|下列哪一種陳述最恰當地描述了滅菌的含義?|導致傳染性病原體被轉移到一個乾淨表面的程序|減少病人或執業醫師皮膚上微生物的程序|使用化學品以減少設備和表面上微生物的程序|殺死或消除包括病毒在內的所有各種微生物的程序|80|Y|2013-07-25|D
24|IC|24|Which of the following is an example of PPE (personal protective equipment) in the health care facility?|medical gloves|helmet|goggles|isopropyl alcohol|下列哪項在衛生保健场所是PPE（個人保護裝備）的一個例子？|醫用手套|頭盔|護目鏡|異丙醇酒精|80|Y|2013-07-25|A
25|IC|25|Name an agent that kills fungus.|sterilant|disinfectant|fungicide|critical item|可殺死黴菌的製劑稱為：|滅菌劑|消毒劑|殺真菌劑|危險物品|80|Y|2013-07-25|C
26|IC|26|Medical instruments that must be sterilized before re-use are in the category known as:|sterilant|disposable needles|critical item|semi-critical item|在重新使用之前必須經過滅菌處理的醫療器械類別稱為:|滅菌劑|一次性針具|危险性用品|半危险性用品|80|Y|2013-07-25|C
27|IC|27|Which of the following is more effective for sterilization of instruments?|isopropyl alcohol|disinfectant|sterilant|steam autoclave|医疗器具滅菌的一個實用有效的方法是使用:|異丙醇酒精|消毒劑|滅菌劑|高壓蒸汽|80|Y|2013-07-25|D
28|IC|28|Which of the following symptoms is caused by Hepatitis B?|muscle spasms|swelling of the liver|chest pain|swelling of glands in the neck|乙型肝炎是一種可導致以下哪一種症狀的傳染病?|肌肉痙攣|肝臟腫大|胸痛|颈部腺體腫大|80|Y|2013-07-25|B
29|IC|29|6% hydrogen peroxide is used as:|disinfectant|alcohol|sterilant|hydrochloric acid|6％雙氧水是:|消毒劑|酒精|滅菌劑|鹽酸|80|Y|2013-07-25|A
30|IC|30|Which of the following symptoms is caused by Mumps?|muscle spasms|swelling of the liver|chest pain|swelling of glands in the neck|腮腺炎是一種通常導致以下哪一種症狀的傳染病?|肌肉痙攣|肝臟腫大|胸痛|颈部腺體腫大|80|Y|2013-07-25|D
31|IC|31|A system used to manage hazardous materials is known as:|MSDS|steam autoclave|WHMIS|Hazardous Waste Mapping System|管理危險品安全處理的系統被稱為:|MSDS|高壓蒸汽系統|WHMIS|危險廢物標示系統|80|Y|2013-07-25|C
32|IC|32|An example of a portal of entry of infectious agents is:|droplet|airborne|direct contact|mucous membranes|下例哪项属于傳染性病原體的侵入途径?|飛沫|空氣|直接接觸|粘膜|80|Y|2013-07-25|D
33|IC|33|The ability of a virus to grow is known as an infection’s:|virulence|reproduction|replication|advancement|病毒增長的能力被稱為感染的:|致病力|繁殖力|複製力|進化力|80|Y|2013-07-25|A
34|IC|34|An infectious transmission caused by physical contact with another person is known as:|direct contact transmission|droplet transmission|fecal-oral transmission|vector borne transmission|與他人身體接觸引起感染的一種傳播被稱為:|直接接觸傳播|飛沫傳播|糞-口傳播|蟲媒傳播|80|Y|2013-07-25|A
35|IC|35|An infectious transmission caused by the spray from the sneeze of a nearby person is known as:|Indirect transmission|fecal-oral transmission|airborne transmission|droplet transmission|因附近一個人打噴嚏濺液引起感染的一種傳播被稱為:|間接接觸傳播|糞-口傳播|空氣傳播|飛沫傳播|80|Y|2013-07-25|D
36|RM|1|If changes are to be made to treatment details in a patient record, the practitioner is permitted to|re-create the required page and shred the original document|thoroughly erase the original information and write the changes on the same page|stroke through the original information and write the changes on the same page|stroke through the original information and write the changes in pencil above the original|如果要在病歷中更改患者治療細節的記錄，執業醫師被允許|重新創建所需的頁面，並切碎原稿|徹底刪除原始資料，並在同一頁上寫下更改內容|劃出原始資料，並在同一頁上寫下更改內容|劃出原始資料，並用鉛筆在原始記錄上方寫下更改內容|80|Y|2013-07-25|C
37|RM|2|Which statement best completes this sentence?</br>A TCM practitioner has a “defined scope of practice”, which means treatments should be limited by|the number of years of experience|actions that are permitted by law based on training|the range of therapies that patients request of the practitioner|treatments and procedures that the practitioner is interested in using|以下哪個陳述最適合完成這句話？</br>執業中醫師有“一定的執業範圍”，這意味著治療應受限於:|執業的年數|培訓基礎上法律所允許的行為|病人要求執業醫師的各種療法|執業醫師感興趣使用的治療方法和程序|80|Y|2013-07-25|B
38|RM|3|When disposing of patient records, it is required to|shred paper documents in a secure environment|make a copy of all records before destroying originals|wait until the patient has died before destroying records|wait for provincial government authorization for disposal|當處置病人的病歷時，要求|在安全的環境切碎紙質文件|在銷毀原稿前複製所有的記錄|等到病人已去世之後銷毀記錄|等待省政府授權處置|80|Y|2013-07-25|A
39|RM|4|In a non-emergency, if a patient does not provide consent to treatment, then it is best to|insist that the patient begin treatment and comply with your advice|continue with the treatment until consent is provided|begin an alternative treatment immediately|not provide the treatment to the patient|在非緊急情況下，如果病人不提供治療知情(認知)同意書，最好是:|遵循你的建議堅持為病人開始治療|繼續提供治療直到病人提供知情同意書|立即開始替代治療|不為病人提供治療|80|Y|2013-07-25|D
40|RM|5|Which of the following is NOT recommended in a TCM practice?|Staff have access to hand-washing facilities.|Sterile equipment should be covered until needed for use.|High speed fans should be used to cool areas where herbs are being processed.|Reprocessing areas should be equipped with double sinks for cleaning and rinsing.|下列哪項不建議在中醫執業中運用？|工作人員有可使用的洗手設施。|無菌設備應覆蓋直到被需要使用。|在處理中藥的地方應該使用高速風扇降溫。|再處理區應備有雙水槽用於清潔和沖洗。|80|Y|2013-07-25|C
41|RM|6|Which of the following is NOT regularly included in a patient record?|relevant family history|recording of missed appointments|lifestyle advice related to treatment|suggested payment options for treatment|下列哪項一般不包括在病歷記錄之內？|相關的家族史|就診失約記錄|相關治療生活方面的建議|治療費用支付方法的建議|80|Y|2013-07-25|D
42|RM|7|Which of the following offers the best advice if a practitioner experiences verbal abuse by a patient?|grab and hold the patient|completely ignore the patient|assess the safety of others in the area|block the patient from leaving the office|如果執業醫師遇到病人的辱罵，下列哪項提供最好的建議？|抓牢握住病人|完全忽略病人|評估現場其他人的安全|阻止病人離開辦公室|80|Y|2013-07-25|C
43|RM|8|Which of the following statements does NOT accurately describe effective records management?|The practitioner must keep patient records secure to protect private patient information.|Patient records act as the practitioner’s memory that allows for continuous quality patient care.|Patient records are freely accessible to all health care providers in order to improve the quality of health care provided.|Patient records are legal documents that the practitioner and patient can use to provide evidence of discussions and treatments.|下列哪項陳述沒有準確地描述有效的病歷管理？|執業醫師必須確保病歷的安全以保護病人的隱私。|病人的病歷作為執業醫師的記憶以保障為病人提供持續優質的服務。|為了提高醫療保健的質量，病人的病歷可隨時提供給所有的衛生保健人員查閱。|病人的病歷是法律文件，它可為執業醫師和病人提供交談和治療的證據。|80|Y|2013-07-25|C
44|RM|9|Which statement identifies a condition that is NOT required in a written Consent to Treatment form, in order for it to be valid?|the form is dated|the form is signed by patient|the form identifies the procedure being consented to|the form has the dates of all appointments listed for the patient|為使書面的治療知情(認知)同意表格有法律效力，以下哪種陳述指出的條件不被要求？|表格被填寫日期|表格被病人簽名|表格標明被同意的程序|表格有列出病人所有的就診日期|80|Y|2013-07-25|D
45|RM|10|Which of the following is NOT an important risk management consideration for a practitioner who owns his own TCM clinic?|maintaining heating and ventilation systems|understanding local bylaws and zoning restrictions|creating effective advertisements in local newspapers|establishing plans to manage fires and other emergencies|對於擁有自己中醫診所的執業醫師，下列哪項不是風險管理重要的考慮因素？|維護供暖和通風系統|了解當地的規章制度和區域限制|在當地報紙創建有效廣告|建立火災及其他緊急情況管理計劃|80|Y|2013-07-25|C
46|RM|11|Which of the following conditions is required before a practitioner may discuss a patient case with another practitioner?|the patient is no longer receiving treatment|the other practitioner has previously treated the patient|the patient’s name and other private information are not shared|the other practitioner is treating a family member of the patient|在哪種前提之下，執業醫師可以和另一名執業醫師討論病人的情況？|病人不再接受治療|另一名執業醫師曾經治療過此患者|不透露病人的姓名和其他私人的信息|另一名執業醫師正在治療病人的家庭成員|80|Y|2013-07-25|C
47|RM|12|A cotton swab that been contaminated with blood can be called|general waste|biomedical waste|routine waste|biological waste|被血液污染的棉籤可以被稱為|普通廢物|生物醫療廢物|日常廢物|生物性廢物|80|Y|2013-07-25|B
48|RM|13|Before pouring any chemical from one container to another, it is important to read the|regional bylaws|CPR certification requirements|material safety data sheet|local waste management guidelines|將任何化學品從一個容器倒入另一個容器之前，重要的是讀取：|區域規章制度|心肺復甦證書要求|材料安全數據表|當地廢物管理指引|80|Y|2013-07-25|C
49|RM|14|Consider the following two statements.</br>1) Patient records are confidential documents.</br>2) Patient records are legal documents.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）病歷是機密文件。</br>2）病歷是法律文件。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
50|RM|15|Consider the following two statements.</br>1) Informed consent is not required for patients who are under the age of 19.</br>2) The father of a 21-year old patient must be granted access to the records of their child.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）未滿19歲的患者不需要治療知情(認知)同意書。</br>2）一位21歲患者的父親必須被獲准查閱他們孩子的病歷記錄。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|D
51|RM|16|Consider the following two statements.</br>1) In a TCM work area, countertops should have smooth, impervious surfaces.</br>2) The best surface for treatment room floors is low-pile carpeting.</br>Select which of the following identifies the correct statement or statements from the two listed above|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）在中醫執業場所，應具備表面光滑及不透水的工作檯面。</br>2）最好的治療室地面是用低割絨的地毯。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|B
52|RM|17|Consider the following two statements.</br>1) A TCM clinic should be equipped with a first aid kit.</br>2) A TCM clinic should be equipped with a fire extinguisher</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）中醫診所應配備一個急救箱。</br>2）中醫診所應配備一個滅火器。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
53|RM|18|Consider the following two statements.</br>1) Each page of a patient record must include information that uniquely identifies the patient.</br>2) All entries in a patient record must be dated.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）病歷的每一頁必須包括可識別該位病人的獨特信息。</br>2）病人每次的病歷記錄都必須標明日期。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
54|RM|19|Consider the following two statements.</br>1) At the first sign of patient displaying abusive behaviours, it is best to confront the patient and physically move him or her to a confined space.</br>2) Arguing loudly with an aggressive patient always shows that you have control of the situation.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）在病人開始顯示有暴力行為的跡象，最好是對抗病人並將他或她移入一個密閉的空間。</br>2）對有暴力行為的病人大聲喝止，始終顯示你控制了局面。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|D
55|RM|20|Consider the following two statements.</br>1) The actual documents that make up the patient records, are owned by the practitioner who created them.</br>2) At all times, the practitioner can refuse to allow a patient to view their own personal records.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）實物的病歷文件由創建它們的執業醫師所擁有。</br>2）在任何時候，執業醫師都可以拒絕讓病人查看自己的病歷記錄。</br> 據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|B
56|RM|21|Consider the following two statements.</br>1) Changes to patient records can be made in pencil so they are easy to correct.</br>2) Always completely erase the original entry when making changes or corrections to the patient record.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）更改病人的病歷可以用鉛筆，以便它們易於糾正。</br>2）更改或更正病歷時，務必完全刪除原始記錄。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|D
57|RM|22|Consider the following two statements.</br>1) Abbreviations are never permitted to be used in a patient record.</br>2) Financial records are not to be included with patient records.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）縮寫絕不允許被用在病歷記錄中。</br>2）財務記錄是不被包括在病歷記錄之内的。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|C
58|RM|23|Consider the following two statements.</br>1) The treating practitioner is responsible for the accuracy of the patient records.</br>2) The practitioner may decide when to destroy any patient’s records after treatment is completed.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）病歷記錄的準確性是負責治療的執業醫師的责任。</br>2）執業醫師可以決定治療完成後何時銷毀任何病人的記錄。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|B
59|RM|24|Consider the following two statements.</br>1) A practitioner must obtain informed consent from the patient before providing non-emergency treatment.</br>2) Practitioners are legally responsible to report known incidences of abuse of elderly patients.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）提供非緊急治療之前，執業醫師必須獲得病人的知情(認知)同意。</br>2）執業醫師有法律責任報告發生虐待老年患者的情況。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
60|RM|25|Consider the following two statements.</br>1) Any and all staff members of a TCM practice have the legal right to view any patient records.</br>2) Student practitioners must be monitored by a qualified practitioner.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）任何及所有中醫執業員工在法律上都有權查看任何病人的病歷。</br>2）實習醫生必須由合格的執業醫師監管。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|C
61|RM|26|Consider the following two.</br>1) It is recommended that practitioners hold a Standard First Aid Certificate</br>2) It is recommended that practitioners hold level A cardiopulmonary resuscitation (CPR) certification.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）建議執業醫師持有基本急救證書。</br>2）建議執業醫師持有A級心肺復甦術（CPR）證書。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
62|RM|27|Consider the following two statements.</br>1) A practitioner may end treatment at any time without any further obligation to the patient.</br>2) The patient is legally required to provide all personal information that is requested by the treating practitioner.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）執業醫師可以在任何時候結束治療，並且對病人没有任何進一步的義務。</br>2）患者在法律上必須提供被主治執業醫師要求的所有個人信息。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|D
63|RM|28|Consider the following two statements.</br>1) If a practitioner leaves a practice, the leaving practitioner has full authority to destroy patient records.</br>2) A husband must always be given access to the patient records of his wife.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）如果一名執業醫師離開一间诊所，離開的執業醫師有充分權力銷毀病人的病歷。</br>2）丈夫應該永遠被准许查阅他妻子的病歷記錄。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|D
64|RM|29|Consider the following two statements.</br>1) TCM practitioners must make referrals to other health care professionals based on limitations of the practitioner’s personal training.</br>2) TCM practitioners must make referrals to other health care professional based on limitations of Traditional Chinese Medicine.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）依據執業醫師個人培訓的局限性，中醫執業醫師必須轉介病人給其他衛生保健專業人員。</br>2）依據中醫執業的局限性，中醫執業醫師必須轉介病人給其他衛生保健專業人員。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|A
65|RM|30|Consider the following two.</br>1) It is better practice to have informed consent given in writing by the patient rather than given orally by the patient.</br>2) A patient can only request to view their personal patient record when treatment is fully completed.</br>Select which of the following identifies the correct statement or statements from the two listed above.|Both statements are true.|Only statement 1 is true.|Only statement 2 is true.|Neither statement is true.|仔細考慮下列兩個陳述：</br>1）以書面的形式獲得病人的治療知情(認知)同意是較以口頭形式獲得更好的做法。</br>2）病人只能在全面完成治療後要求查看他們個人的病歷記錄。</br>據以上兩個陳述，下列哪項是正確的？|兩者均正確。|只有陳述1正確。|只有陳述2正確。|兩者均錯誤。|80|Y|2013-07-25|B
66|AC|1|Which of the following is NOT a principle of the clean needle technique?|Always use sterile single-use needles.|Always obtain patient consent before needling.|Always establish a clean field before performing acupuncture.|Always wash hands between patients, before needling, and after needling.|下列哪項不是潔針技術的原則？|一定要使用一次性無菌針。|一定要取得病人的治療知情(認知)同意後方可施針。|一定要在施針前建立一個清潔區。|一定要在治療不同病人之間，針刺前，針刺後洗手。|80|Y|2013-07-25|B
67|AC|2|Select the response that best completes this sentence. </br>The clean needle technique|eliminates all risks of infection to the patient.|reduces the risk of Hepatitis B transmission during acupuncture.|describes all steps required for effective acupuncture treatment.|ensures that practitioners are using proper techniques when needling.|選擇最好的回答完成下列語句。</br>潔針技術|消除了病人所有感染的風險。|減低針灸時乙型肝炎傳播的風險。|描述了有效的針灸治療所需的所有步驟。|確保執業醫師針刺時使用正確的技術。|80|Y|2013-07-25|B
